Video ID,User Name,Comment
aBLYmkAvy7w,Bhavik Shankar,McGrath is the greatest.
aBLYmkAvy7w,Jay lodaya,Mr Gough your team pulled out of South Africa tour when there was positive case in hotel staff and now giving us explanation that India left test match for IPL??? <br><br>If ECB were so concerned about  the tour then should have played all test matches behind closed doors and strict bio secure buble should have been implemented.<br><br>Both the teams were equally responsible so stop pinpointing it.
aBLYmkAvy7w,Suraj Roy,You can make Smithy captain again if he promises not to rubb that ball again
aBLYmkAvy7w,Saurav Gada,Why Cummins was made the vice captain if he isn&#39;t the automatic choice of the captain
aBLYmkAvy7w,Ajay Kumar Gupta,Why not marnus he would be good captain
aBLYmkAvy7w,Vijay Thayore,Smith 100%
aBLYmkAvy7w,Atharva Deshmukh,"<a href=""https://www.youtube.com/watch?v=aBLYmkAvy7w&amp;t=2m45s"">2:45</a> this man is right . BCCI can do anything for IPL like cancelling a test match"
aBLYmkAvy7w,kruthik jain,"Smith is like oikawa -kun of aoba johsei who can lift the entire team , so he should be captain"
HZEysoHgeD4,EzRAEEL 64,Mark Waugh bring shame to his Family<br>And Ashamed Australia around the world<br>By his match &amp; spot fixing in 90s
HZEysoHgeD4,Sithumi Gunawardana,Only pakistan or australia can win from this prediction❤️😎
HZEysoHgeD4,angaza khan,Everyone will just choose stupid babar Azam
HZEysoHgeD4,Noman Abbasi,Mark waugh has no knowledge and sense and Shane warm is rubbish bowler with rubbish statement and o keede was righ on the spot you are goot cricket and any lysis Mister keefe
HZEysoHgeD4,haider ali,"Don&#39;t you guys rate Ind so highly lol, absolutely thrashed and blown away by Pak and Nz, You need to understand that ipl is not equal to international cricket in match situation,pressure and stakes, Ind is an average t20i team, with all the ipl ,money ,big names they haven&#39;t won a t20i WC since the inception of ipl. Pak were missing big names and consistent performers for last 2 editions that&#39;s why they didn&#39;t make it to semis in 2014 and 2016, but otherwise we have been  a top class and most consistent team, played final in2007, won in 09, sf in10,12 and 21."
HZEysoHgeD4,Mayank Uniyal,India are chokers
HZEysoHgeD4,jessieOz,Well this aged like fine wine didnt it?<br>Lol
HZEysoHgeD4,Ginger Marie,"God loves you so  much that He sent His Holy Son Jesus from heaven to earth, to be born of a virgin, to grow up and die on a cross for our sins, and to be put into a tomb 3 days and rise from the dead the third day, and He (Jesus) went back up to heaven. We must receive Sinless Jesus sincerely to be God&#39;s child(John 1:12).After we get saved by grace through faith in Christ, if we truly love the Lord Jesus Christ, then we will obey Jesus(John 14:15).  Mark 1:15 &quot;And saying, the time is fulfilled, and the kingdom of God is at hand: Repent ye, and believe the gospel.&quot; Jesus said in John 14:15 &quot;If you love Me, keep My commandments. &quot;There&#39;s a real hell. It says in Revelation 21:8 &quot;But for the cowardly, &amp; unbelieving, &amp; abominable, and murderers, &amp; immoral persons &amp; sorcerers and idolaters and all liars, their part will be in the lake that burns with fire and brimstone...&quot; Please sincerely receive Holy Jesus and put your true faith and trust in Him today and please repent."
HZEysoHgeD4,ab,"<a href=""http://www.youtube.com/results?search_query=%23justiceforrailwaystudents"">#justiceforrailwaystudents</a>"
HZEysoHgeD4,A Heat,“Bases covered” is a baseball term so it sounds funny to be used in cricket!
HZEysoHgeD4,Point of View,"Aus vs Pak review - <a href=""https://www.youtube.com/watch?v=angRpF7tnAc"">https://www.youtube.com/watch?v=angRpF7tnAc</a>"
HZEysoHgeD4,Faisal Shahzad,"Make Waugh need to wobble his head, absolute clueless mean time shane warne still on high dose <br>Now both of them are scratching their head"
HZEysoHgeD4,I love Chilli,On paper its either India or England are favourites. However if the commentators/experts are not watching recent matches and performances then their opinions hold no water. We can see Mark Waugh clearly had no clue while O Keefe was on the money!
HZEysoHgeD4,Lost Too,"Everyone say india india ,England England 😄😄😄 u all funny old ass"
HZEysoHgeD4,Saif Ul Hussain,Hey Mark. Hows ur frame going?? 😂
HZEysoHgeD4,Syed Mujahed Ali,Babar
HZEysoHgeD4,کاروان سرائے (Caravansary),All going wrong... That&#39;s the victory of Pakistan cricket which India tried to end by all means including email to end newzeland n distributing money for IPL including these senior cricketers.
HZEysoHgeD4,Shahzaib Malik,InshALLAH Pakistan 🏆
HZEysoHgeD4,Leo Kts,Mark waugh:AM I JOKE TO U PAKISTAN
HZEysoHgeD4,Kay Eff ✔,India .. lullll
HZEysoHgeD4,Aun Mohammad,Islam zindabad Pakistan zindabad Allah hon akbar
HZEysoHgeD4,Anusha Kamran,Loved the way our team played this t20 it was commendable effort by not just a few star players but the entire team. Would like to mention that we shouldn’t let over confidence get the best of us this semi finals !!
HZEysoHgeD4,Jaweria Kamran,O keef Spot on👌👌
HZEysoHgeD4,muhammad ashraf,"<a href=""http://www.youtube.com/results?search_query=%23babarazam"">#BabarAzam</a>"
HZEysoHgeD4,muhammad ashraf,Babar Azam
HZEysoHgeD4,Deeks,"Where are all the Indians who gloat over how much money the IPL has? Every comment used to be filled with Money, Money Money from every Lay person in India. Money cannot buy the World Cup..Bye Bye. So glad India is out, take your IPL money comments and shove it where the sun don&#39;t shine."
HZEysoHgeD4,Farasat Ali Shah Bukhari,"Hello Mark, how&#39;s the Tea? Must be Fantastic. I would suggest to follow teams properly before being judgemental."
HZEysoHgeD4,Emad Ahmed,It&#39;s amazing how wrong you can sometimes be despite being an experienced analyst of the game. Mark Waugh said Pakistan wasn&#39;t even in his frame for the semis. Obviously he had some reasoning behind it so I&#39;m not gonna give him crap for it. But cut to two weeks later and Pakistan became the first team to qualify for the semis and the only undefeated team in the group stages.
HZEysoHgeD4,Habib Basit,"I think Mark Waugh should have kept his comments limited to his side of batting, everything else, it’s laughable 🤣🤣"
HZEysoHgeD4,* * * J I N * * *,Prediction always fail cuz of bais
HZEysoHgeD4,Asim goraya,Pakistan is not in the frame? No running between the wickets? 😁😁<br>Ok
HZEysoHgeD4,Biswajit panda,Skull!! You went wrong man! 😢
HZEysoHgeD4,Ainee Ali,How is here...after india being kicked out of worldcup😂😂✌
HZEysoHgeD4,ArhamSAA,"Warnie mentioned 5 teams, even the unlucky south Africa but not the ranked 2nd Pakistan."
HZEysoHgeD4,Abdul Jabbar Channa,In your face mark Waugh 😂😂😂
HZEysoHgeD4,Khajasameer Sab,Pakistan is winner  my opinion ❤❤❤🤔🤔🤔
HZEysoHgeD4,Fun Bin TV,Mark could have been fed with the fact that Pakistan has not lost a single match since 2016 for 18 consecutive games .. That says it all ..
HZEysoHgeD4,Nasir Mirza,Shut up mark waugh
HZEysoHgeD4,ابو موسٰی,Love from Pakistan 🇵🇰
HZEysoHgeD4,TrekkerFoodie,Haha Mark Waugh in your face 😂
HZEysoHgeD4,-Trajan-,The semi finals will be Pakistan v Australia and NZ v England and then whoever wins the toss will most likely go to the final......I told you so hahaha Pakistan&#39;s luck with the tosses had to run out sooner or later
HZEysoHgeD4,Ahmad Jan,Surprized by Mark waugh&#39; comments about pakistan.
HZEysoHgeD4,MUNDA TROLL HAI,What do you all say about fixing allegations along with tens of very obvious red flags in Ind v Afg game?
HZEysoHgeD4,GULDASTA NAATS,I think England and Pakistan 🇵🇰
HZEysoHgeD4,t bela,Miserable prediction by mark waugh!
HZEysoHgeD4,Informative Pak,Australia and India both are not going to make it to semi
HZEysoHgeD4,Qifrey,“Bowling side is outstanding” LMAOOOOOOO
HZEysoHgeD4,Atif Khan Afridi,New Zealand vs Pakistan Final
HZEysoHgeD4,Atif Khan Afridi,Pakistan Win the World Cup
HZEysoHgeD4,Farasat Ali,Wrong predictions
HZEysoHgeD4,anilramannair,"BLM is not good for any country as it’s funded by super rich lobbyists who have their own interests that we may not be able to understand now.<br><br>Indian team is acting to the tunes of Indian government to loose the game asap and get out of UAE, so that lesser people view the BLM craziness.<br><br>I am pretty sure that Indian government doesn’t want BLM to establish in India. BCCI should have received strict instructions to loose the match in the preliminaries.<br><br>As soon as Indian team is out of the tournament, the viewership will drop in India and BLM will not get free publicity.<br><br>And I am pretty sure that the Championship is reserved for South Africa. They have the first black captain, and a very diverse team and we already saw a former captain showing his disappointment about what is going on. A black captain winning SA ‘s first ever World Cup. Well that will be something to sell all over the world.<br><br>It’s a match fixed by worlds biggest criminals. It’s better to get out of UAE as soon as possible. <br><br>These lobbyists criminals control the pharmaceutical supply chains, have complete control of social media and the can bring governments down. <br><br>Governments are scared and they will do exactly what the new generation East India Company is asking them.<br><br>India will not get the approval for COVAXIN, if they don’t take a knee is support of the BLM.<br><br>I have my sympathies for the players from all the teams playing this tournament. They don’t stand a chance. <br><br>Let’s wait for SA to take the cup home."
HZEysoHgeD4,Mohsin,Skull seems more knowledgeable about teams then idiot Junior. Junior should not be included as an expert
HZEysoHgeD4,Bigg boss Liveee,I don’t understand how are people comparing India with Namibia. Have you all lost your mind? Stop this non-sense and show some respect to Namibia. They have actually won one game this world cup.😂😂😂😂
HZEysoHgeD4,Waqas Zahoor,Mark waugh. ..India is out now
HZEysoHgeD4,Dylan Daniels,South Africa vs New Zealand final
HZEysoHgeD4,casimmahmood,"<a href=""http://www.youtube.com/results?search_query=%23markwaugh"">#MarkWaugh</a> ... what&#39;s wrong with him. He got an eye on his pocket and lost his cricketing sense."
HZEysoHgeD4,Gupshup with Atif,Check out a different perspective on T20 Pakistan Team selection on my channel.
HZEysoHgeD4,Amila Kasun,India is the champions = joke of the 21st century
HZEysoHgeD4,Fishing King,14 November final <br>India vs Australia <br>Hahaha
HZEysoHgeD4,Just Fun,Never write off Pakistan in ICC tournaments. So Mark Waugh should change consider Pakistan
HZEysoHgeD4,Mohsin Z,Mark Waugh was clearly going off &#39;old stereotypes&#39;. Displaying laziness and a serious lack of knowledge. Embarrassing.
HZEysoHgeD4,Shahzad Khan,"Hey Waugh, if you get time apart from stroking India&#39;s balls, take a look at other teams as well."
HZEysoHgeD4,Kuji Kuru,australia india final 😂😂😂😂 eng vs pak final most likely..eng wins 🇬🇧
HZEysoHgeD4,Charles Darwin,Haha Pakistan is not good enough - that wanker should say sorry
HZEysoHgeD4,nk,Sorry u  r  so much fake news fake media
HZEysoHgeD4,Sajid Ali,Warne have no knowledge about cricket he always predict 200% wrong
HZEysoHgeD4,SAAD TARIQ,Pakistan will WIN
HZEysoHgeD4,adam,Mark Waugh is RSS BJP agent
HZEysoHgeD4,MUSTAQEEM Rajpoot,Most saddest person on the universe right now:Mark Waugh  (&quot;&quot;
HZEysoHgeD4,Nicholas Tariang,Pakistan will win the world cup
HZEysoHgeD4,Shreem Sharma,England has highest change.
HZEysoHgeD4,Arslan Afzal,India is going to lose with Afghanistan team inshallah
HZEysoHgeD4,Abdulwahab Azhar,Pakistan has won against india NZ and afganistan too InshaALLAH Pakistan will won t20 WC
HZEysoHgeD4,raza ali shahid,Mark Waugh is such a jealous person<br>Despite Indian thrashing by Pakistan he is not counting them favorite<br>Pakistan will win this World cup! Mark my words today
HZEysoHgeD4,Zain Waseem,Mark wagh is zero cricketing knowledge
HZEysoHgeD4,Zawar Shah,Anybody who doesn&#39;t give pakistan a chance to win any game or tournament in world cricket . Is crazy on any given day pakistani team can win any match. In the past many pakistani players were bought by the Indian gambling mafia. So they threw away matches on the command of the Indian gambling mafia. Who paid them.. The pakistani team now is going to win the World Cup t20. They didn&#39;t take the money on offer by the Indian bookmakers mafia.. Watch how Pakistan perform. And win every match they will be unbeaten in this tournament.
HZEysoHgeD4,Mohammed Hamza Ali,Waugh showing that he was in his brothers shadow on the pitch and now in the shadow of O Keefe in the studio.
HZEysoHgeD4,Islamic Release Views,Newziland win 8 wicket sunday insha ALLAH
HZEysoHgeD4,NabilQadir,Hay Mark? What about now? 😉😉
HZEysoHgeD4,Muhammad Umar Baig,Inshallah Pakistan is No. 1 in the tournament
HZEysoHgeD4,Deepak Rajgor,Only India
HZEysoHgeD4,bunny darsi,Toss will win the match
HZEysoHgeD4,Hamza Virk,"<a href=""https://www.youtube.com/watch?v=HZEysoHgeD4&amp;t=2m31s"">2:31</a> hahah"
HZEysoHgeD4,Poorna Caldera,"I reckon Australia stands the highest chance, as India s unpredictable at times, Pakistan too can be be very fragile if their top order collapses. Sri Lanka has improved by leaps and bounds and Mahela s counselling interventions. A final between India Australia or Pakistan Australia highly likely"
HZEysoHgeD4,Beam me up,Australia cheat at cricket !! No native Australian has ever played for Australia. Indian caste system is worse that apartheid ever was. Pakistan and terrorists  yet …. ??  If you could not play against apartheid South Africa: how can you play against these three ??
HZEysoHgeD4,NOVA MANIK,"I think Pakistan will get this time!<br>I am an indian.<br>But as there is saying<br>If you dont work hard,<br>Others are doing it get it! 🔥"
HZEysoHgeD4,KnowledgeWave-5,"<a href=""https://youtu.be/-WyTP6i2EwA"">https://youtu.be/-WyTP6i2EwA</a>"
HZEysoHgeD4,Mohi U din,Mark Waugh tipical Australian arrogance
HZEysoHgeD4,Techie PM,waugh......hahaha ha ha ha ha.....
HZEysoHgeD4,Jason Kyle,"O Keefe was more reasonable, he was spot on for Shaheen Afridi, Fakhar, and Rizwan. It seems like he knew what these players were going to do. Excellent analysis by O&#39;Keef. I do not follow IPL so I am not sure his stake in IPL, I figure none but It would be interesting to know."
HZEysoHgeD4,Jason Kyle,"Most Australians make good money playing, coaching, and in a commentary in India so It&#39;s understandable to not hurt the feelings of Indian fans and some ass-kissing."
HZEysoHgeD4,Sachin Kumar,I want india to win this but pakistan certainly playing like they deserve it.
HZEysoHgeD4,Universal Videos,Mark waugh prediction is just like his batting (expectations 100% result 0% ) 😁
apotlOc6jd4,Imran Ali,How beautifully Mathews Hyaden praising and appreciating the Pakistani team. It&#39;s amazing.❤
apotlOc6jd4,Safa Shaikh,Brett Lee atleast acknowledge his mistakes and biases that Pakistan would be blown away. Lol cricket is a funny game after all
apotlOc6jd4,Abdullah Mahmood,Pakistan is PERFECT
apotlOc6jd4,Minhal Haider,Greatness ❤
apotlOc6jd4,ISB-DIAN 🌱,Waiting again for this beautiful moments.
apotlOc6jd4,Smart Addict,Shaheen Afridi be like: Bowling aesi kato ke 3 gore bhi tareef karen😮
apotlOc6jd4,Sam Minallah,Kohi. Classy in defeat. And this was the beggining and I feel there growth as a team will truly shine in the 2023 world Cup in India.
apotlOc6jd4,Ali Mustafa,Haven’t seen a coach talk about his team with this much passion. Wish Pakistan team can engage him for longer. ❤
apotlOc6jd4,ahmed Liu,Hello Australia.... Pak or ind ki Awam jb sunti ho gi k ashies sy bri game koi nhi to wo hansti ho gi😂😂😂😂ind pak hmesha zindbd
apotlOc6jd4,Hamiiiiiiiiii,Dil Dil Pakistan 🇵🇰💚❤️
apotlOc6jd4,Santosh Behera,Faltu chanel
apotlOc6jd4,Secret SuperStar.007,Love From Pakistan 🇵🇰🇵🇰🇵🇰
apotlOc6jd4,Secret SuperStar.007,Great video 👌👏👍
apotlOc6jd4,Md Meraj,Please Review on 2022 world cup India vs Pakistan match
apotlOc6jd4,Hash,visuals!!!!
apotlOc6jd4,Parv,Ind win by 4 wkts 2022 wc
apotlOc6jd4,Hamas KhAn,rohit sharma was showing very Arrogance before the match but Shaheen Shah taught him a good moral lesson &quot; Pride Hath a Fall &quot; ✍️
apotlOc6jd4,Nasa Life ,Give Subtitles As well Because Many Of Peoples are Facing Problems To listen your speedy English..
apotlOc6jd4,Learn English Grammar,"Indeed, every Pakistani truly misses Dean Jones."
apotlOc6jd4,Hassain Salik,Hi
apotlOc6jd4,Vicky James,brad hadden is so far up kohli&#39;s ass <br>i honestly cant say where kohli ends and he begins.
apotlOc6jd4,Dance of the Dragons,History repeated itself again after CT17 😉
apotlOc6jd4,AISHABABAR56💚😇,😘😘😘 BABAR 😘😘😘🤗🤗 56 Gggrrrrrrr ❤️ Dushtaaaaaaaa 😘😘😘🤗🤗 next month Asia cup 🙄🙄😭😭😭 haayyyyyyyyooooooo 😭😭😭
apotlOc6jd4,Ammad Rafique,Seeing this video after 8 months still feels proud to be Pakistani and Especially a Muslim ❤️✨ Alhamdulilah
apotlOc6jd4,P.GAMING,1.ALEX.LEES      .BAT<br>2.ZAK.CRAWELY.BAT<br>3.JOE.ROOT       .BAT<br>4.OLIE.POPE      .BAT<br>5.J.BAIRSTOW   .WK<br>6.B.STOKES       .BAT<br>7.J.BUTTLER     .BAT<br>8.M.POTTS        .BOL<br>9.J.LEACH         .BOL<br>10.S.BROAD      .BOL<br>11J.ANDERSON.BOL
apotlOc6jd4,A. Can,"Never seen any team in world cups chasing down without lossing single wicket ... first clinical win I&#39;ve seen beauty <a href=""http://www.youtube.com/results?search_query=%23pakistan"">#Pakistan</a>."
apotlOc6jd4,Rohaan Ahmeds,Respect to hayden
apotlOc6jd4,Muhammed Maaz,Loved it!😍😍
apotlOc6jd4,Imran Ali,Lot of Respect for Hayden.<br>Dean Jones also showed the same love for Pakistan.. ❤️
apotlOc6jd4,Akram Shah,Good 🥰
apotlOc6jd4,All Set,"One of my friends from pakistan send me this proverb after india loss&quot;Jo garajte hai wo baraste ni.. Jo baraste hai wo garajte ni&quot;<br>Love to pakistan from hiranagar, kathua, jammu 😘🇵🇰"
apotlOc6jd4,nature meditation,"pakistan should thank kohli for his politics, performance and gratitude"
apotlOc6jd4,MSQ SN,"My favorite player of all times Mathew Hayden Love 💕 from ,🇵🇰"
apotlOc6jd4,Kiffu Kifayat,🥀🤍🤍🇵🇰🇵🇰🇵🇰💚💚💚
apotlOc6jd4,free fire,"Love from pakistan<br><a href=""http://www.youtube.com/results?search_query=%23pakvsaus_series"">#PakvsAus_series</a>"
apotlOc6jd4,Syeda Saira Tabassum,Babar is just love. Nobody can hate him ❤️...
apotlOc6jd4,usamaabdullah usamaabdullah,"<a href=""https://youtu.be/17gySWJhx3I"">https://youtu.be/17gySWJhx3I</a><br>Virat Kohli batting status and Agrsive atitude <br>link availaibel  💖😘😍"
apotlOc6jd4,Animalia World,Love from Pakistan 🇵🇰 ❤️❤️❤️
apotlOc6jd4,Iqbal Khan,Historic victory for Team Pakistan <br>Congratulations
apotlOc6jd4,JAANTARIQ,BABAR IS SURLEY THE NEW KING 🤴<br>love and respect ❤ From south Africa 🇵🇰🇿🇦
apotlOc6jd4,JAANTARIQ,BABAR IS THE NEW KING 🤴 <br>IN CRICKET WORLD
apotlOc6jd4,Saf Salman,good call at the end about aus vs pak semi-final!
apotlOc6jd4,RAJA Nasir,Love from Pakistan ❤🇵🇰❤👍
apotlOc6jd4,Saqib Zeb,"<a href=""https://www.youtube.com/watch?v=apotlOc6jd4&amp;t=14m55s"">14:55</a> he was right about Aus vs Pak semi after all :p"
apotlOc6jd4,Sonia Aziz,"<a href=""https://www.youtube.com/watch?v=apotlOc6jd4&amp;t=14m18s"">14:18</a><br>Respect for the Great Mathew Hayden and the late Dean Jones.<br>Dean Jones had really contributed a lot to get the wheels of Pakistan Super League rolling in the initial phase. May his should rest in peace.<br>Mathew Hayden has created such a big following among the Pakistani fans during such a brief time as Coach of Pakistani Team during this World Cup."
apotlOc6jd4,Usman Khan,The way kohli gave conference explains his humbleness and great personality
apotlOc6jd4,Ahmad Faraz,Absolutely unforgettable victory for team green🇵🇰🇵🇰🇵🇰🇵🇰
apotlOc6jd4,Arsalan Rafiq,When Allah is with you nobody can defeat u and when Allah is not with u nobody can give u victory.<br>LOVE U PAK FROM KASHMIR(IOK)
apotlOc6jd4,k town,Why the Indian are so hippokrates before match they are something else but after losing by 10 wickets changing there faces😆😆😆
apotlOc6jd4,ਸਦਾਮ Khan Rj31,Top world batsman babar &amp;  Rizwan
apotlOc6jd4,VIRTUAL ASSISTANT,❤❤❤Pakistan
apotlOc6jd4,Muskan,Ganguly is destroying Indian cricket he will take indian cricket to mid 90s again. The downfall of Indian cricket is started mark my words. Pakistan has started to beat India again. Kohli❤
apotlOc6jd4,Pepillo,I hope AuS Tour of Pakistan very intersting AUS enjoy the Tour of Pakistan ....
apotlOc6jd4,N H,Mr hayden is a very humble soul in love with his personality
apotlOc6jd4,Dev D,With rohit sharma in opening this is a disgrace.also hardik  pandya.we miss sehwag
apotlOc6jd4,basit amin,❤️❤️❤️💞💞
apotlOc6jd4,Inner Balance Meditation,Virat is such a gentleman he is an gem 💎 love you virat from Pakistan
apotlOc6jd4,Asif Hussain,Matthew&#39;s boys played well💥💙
apotlOc6jd4,quotes Asia,Virat Kohli is the best
apotlOc6jd4,Salman abdullah,kohli
apotlOc6jd4,67 Shivprasad hiremath,Checking is nick name off
apotlOc6jd4,ARG Cric Buzz,ipl ipl ipl
apotlOc6jd4,ARG Cric Buzz,World is change after <br>Pak vs india match
apotlOc6jd4,Siki Ali Kamboh,I am huge fan of Brett Lee...❤️🥰
apotlOc6jd4,QwertO NAUGHTY 🌚,"<a href=""https://www.youtube.com/watch?v=apotlOc6jd4&amp;t=11m10s"">11:10</a> the most important point of the match"
apotlOc6jd4,Abdul ahad,Of course dean Jones has special respect in Pakistani fan
apotlOc6jd4,San Francisco49,Salute to Dean Jones
apotlOc6jd4,Hassu,RIP ENDia
apotlOc6jd4,ANEEQ MOMIN,9  :  06   RIGHTFULLY SAID SO MATTHEW<br>UTTER TRUTH
apotlOc6jd4,S waqar Waqar,Pakistan Zinda Baad.❤️💞
apotlOc6jd4,Suleman Saleh,still enjoying
apotlOc6jd4,BIsmil Hameed,Not just broken it but Pakistan have tormented India forever now it will take some time to win by 10 wickets
apotlOc6jd4,DAR 9,100K Subscribe Share By |--( DAR 9 )
apotlOc6jd4,The Way of Life,"PAK played amazing cricket, they lost on their way to the Final but it was still a great run."
apotlOc6jd4,Muhammad Rizwan,💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💛💛💛💛💛💛💛💛💛💛💛💛loved every Single words from you guys
apotlOc6jd4,waqas ahmed,🇵🇰❤️🇵🇰😎🇵🇰
apotlOc6jd4,Naheed Khalid,Intriguing interview
apotlOc6jd4,Sensitive Heart,I don&#39;t think such a game would be repeated in cricketing history sply wkt ball of KL
apotlOc6jd4,Ansar Ali Official,Great words from Mathew hyden... Legend 👍
apotlOc6jd4,Abdullah Tariq,"I like how indians have changed from being toxic to actually appreciating Pakistan. Learn to appreciate and over confidence is poison, no matter how tough you think you might be,"
apotlOc6jd4,Aadil Hussain,"Should have kept Hayden on, such a shame it was short term, seemed like a good fit"
apotlOc6jd4,Sam majesti,Virat is virat.....<br><br>Great heart
apotlOc6jd4,gohar abid,Matthew Hayden we love you and thanks for using some golden words for our nation
apotlOc6jd4,Abdullah Amjad,Dean Jones is the hero of Pakistan and an inspiration
apotlOc6jd4,Nighat Iqbal,Very well said by haddin
apotlOc6jd4,MANZAR KHAN kpk,I love you Pakistan 🇵🇰
apotlOc6jd4,Kamran speaks,Ashes is nothing in front of Pakistan vs India rivalries....
apotlOc6jd4,Bannedone 3ice,Mathew Hayden summed up the whole match so nicely. Respect ❤️
apotlOc6jd4,Bannedone 3ice,RiP Dean Jones 🥲
apotlOc6jd4,Shoaib Rajput,thanks Sir Hayden for joining Pakistan in wc
apotlOc6jd4,Waqas Hassan,Bring back Hayden
apotlOc6jd4,Mujtaba Kazmi,Pakistan ❤️💕
apotlOc6jd4,Tatheer Zahra,Dil dil Pakistan jan Jan Pakistan 💚💚💚💚💚💚🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰
apotlOc6jd4,Minhal Haider,Great❤️
apotlOc6jd4,Affan Afridi,Pakistan create history by wining from 10 wickets <br>Proud of team Pakistan
apotlOc6jd4,Affan Afridi,Pakistan is best team in world <br>They need a great leader and they got<br> The Great Ramiz Mathew  philander and Baber
apotlOc6jd4,simpleboy,💯😍💯❤💯😍
s0jAynhc0JY,arbosssm4,blm is a hate group just like the kkk
s0jAynhc0JY,Shaq Fraser,would not trust de cock as far as i could throw him! not taking the knee means you&#39;re standing with racism.... dont let that bad apple back in the camp!
s0jAynhc0JY,A J,De Kock ...what a shame
s0jAynhc0JY,Assie Van der Westhuizen,"Bending the knee for BLM has nothing to do with racism: the founding members are Luceferian witches who are hell bent on replacing orderly societies with Marxist, atheistic ideologies and lifestyles."
s0jAynhc0JY,Comic Tube,Taking a knee shows the person is not racist🤔<br>Totally disagree
s0jAynhc0JY,Lord Master,Wokeness has no place in cricket. This coercion to take the knee is a result of the mob mentality and peer pressure.
s0jAynhc0JY,Count Knersis,"How the media and people with sticks up their arses can make something out of nothing. Blow a whistle to kneel and blow a whistle to get up. This is cricket, not the NBA. America must always spill over into the world."
s0jAynhc0JY,Hussain Sarwar,Quinton de cockless South Africa.
s0jAynhc0JY,Richard Moonstone,"Sorry, I&#39;m black and I am embarrassed by all this taking the knee liberal nonsense. If I was a cricket player, maybe I would have taken the knee a couple of times some time ago, but that&#39;s it. Now it&#39;s just pathetic, especially to force people to do it against their will. It&#39;s just do exhausting and embarrassing and has nothing to do with black people or the black struggle and everything to do with the liberal elite and their own long term agenda."
s0jAynhc0JY,Jacques Mulder,BLM is just another movement to target white people.
s0jAynhc0JY,Johann Schlebusch,Pommy is out of his depth....he should be fired as commentator for being racist...BLM is a pure racist and political issue and CSA should focus on the sport and keep (onesided) politics out of sports.
s0jAynhc0JY,Halbø,Let&#39;s go Quinton!
s0jAynhc0JY,kturst s,"he wa forced to apologize, bs politics.... forced to knee..."
s0jAynhc0JY,Icetee videos,"Quinten De Kock, that was very stupid of you to apologize and goes against your believes"
s0jAynhc0JY,Soumya Ghosh,no need to apologise
s0jAynhc0JY,J L,Keep politics and race out of sport. Just another globalist agenda.
s0jAynhc0JY,TheMets692006,You play with black people bro and you refused to show solidarity against racism and discrimination against black and brown people against a black opponent.   2nd time he did this.  You can regain form but your reputation is tarnished.  If I was his teammate I would deal with him on a cricket level only nothing else...  and there is no overreacting on the public behalf.  Can you imagine someone saying they would never kneel to show solidarity against the holocaust????
s0jAynhc0JY,Gary & Annette Edwards,@ 0.49 .. Shamsi covering all bases including LBGTQXYZ. Well done.
s0jAynhc0JY,FOMO FUD,As a white South African the way my captain spoke at that press conference made me very very proud. He de-esculated a very tricky situation. Come on Proteas!!
s0jAynhc0JY,Raja Zubair.,Agree with Haddin
s0jAynhc0JY,Raja Zubair.,Humans are alike.
s0jAynhc0JY,Paul Shaw,"Quinton, do like all other wise South Africans are doing, pack your bags and leave. When issues like this demand that sport bend to political will then as far as I&#39;m concerned, that particular sport has been compromised."
s0jAynhc0JY,Mark Stuart-Howie,Ironically racial quotas in south african sports is rascist by definition so really hyprcritical to take a knee against rascism!
s0jAynhc0JY,X,"According to me, what he did was wrong and the apology was a fitting one too, but many people in the comment section seem to forget the incident because of the apology, I am not writing this to tell that he is an bad person but he should be atleast given X no. of match ban as a fine will not bother him. I know he has sportsmanship but it doesn&#39;t mean he is right in everything . Even kallis did a similar thing so it isn&#39;t the first time it is happening in south africa"
s0jAynhc0JY,Human Beings R Thinking Beings,"Mind Begs the Question:<br>Anti Semitism - Sternly dealt with<br>Racism,Islamophobia - if not Equally Sternly dealt with<br>Judiciary and Govt - Fair,Racist?"
s0jAynhc0JY,Samuel Machado,"I <b>Curse*, Block, Bind and Paralyze the *Channels, Codes, Codex, Portals of the Satanic Kingdoms*, in all its forms, its Witches and Wizards, the Covens working against the *Anointed Christians in the United States of America</b> in the Most Mighty Name and Blood of Jesus Christ of Israel....<br><br>I <b>Unleash, Loose, Unwind, Release</b> the Angelic Armies of Christ, the Holy Blood and the Fire of the Holy Spirit to destroy the Strongholds of Darkness in the Most Powerful Name of Yeshua....<br><br>Amen and Amen and Amen......<br><br>Hallelujah....😃😃😃🙏🏻🙏🏻🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥"
